Observation ID,Date,Plot No,Rep,Species,PAW Trt,Irrigated After,TQ,NDVI Scan,NDRE Scan,FvFm,Absorptivity,Gmax,Percent Cover,Mean VWC,Min VWC,VWC at 7 AM,Suction Mean VWC,Suction Min VWC,Suction VWC at 7 AM
863,08/24/22,305,3,KBG,75,No,8,0.7725,0.3232,NA,NA,56,93.57591216,0.347739583,0.34,0.352,,,
864,08/24/22,306,3,KBG,60,No,7,0.7819,0.3351,NA,NA,76,91.30779495,0.286760417,0.278,0.292,,,
865,08/24/22,401,1,KBG,60,No,7,0.7413,0.3008,NA,NA,74,82.83674365,0.308770833,0.301,0.313,,,
866,08/24/22,402,1,KBG,15,No,6,0.7709,0.3215,NA,NA,92.5,84.47577566,0.258739583,0.249,0.265,,,
867,08/24/22,403,2,KBG,30,No,8,0.7972,0.3385,NA,NA,78.5,92.61578803,0.25028125,0.241,0.255,,,
868,08/24/22,404,2,CBG,60,No,7,0.7937,0.3425,NA,NA,66.5,94.22716626,0.293927083,0.287,0.297,,,
869,08/24/22,405,3,CBG,60,No,7,0.805,0.3444,NA,NA,70.5,98.37209763,0.280635417,0.272,0.286,,,
870,08/24/22,406,3,KBG,15,No,7,0.7859,0.3283,NA,NA,87.5,89.82609333,0.202125,0.193,0.207,,,
871,08/24/22,501,1,KBG,30,No,6,0.73,0.2946,NA,NA,94.5,77.47608188,0.296052083,0.288,0.3,,,
872,08/24/22,502,1,CBG,75,No,8,0.7765,0.3326,NA,NA,67.5,94.01242891,0.342020833,0.336,0.344,,,
873,08/24/22,503,2,KBG,60,Yes,8,0.8,0.3509,0.71,0.885,76,93.80686777,0.269041667,0.266,0.272,,,
874,08/24/22,504,2,KBG,15,No,7,0.8103,0.3566,NA,NA,92,92.2172483,0.234052083,0.224,0.24,,,
875,08/24/22,505,3,CBG,75,Yes,7,0.8238,0.3665,0.729,0.91,60.5,98.51396749,0.328979167,0.326,0.327,,,
876,08/24/22,506,3,CBG,30,No,7,0.797,0.342,NA,NA,74,94.62923744,0.230489583,0.221,0.235,,,
877,08/25/22,102,1,CBG,60,Yes,NA,NA,NA,0.75,0.887,74.5,NA,0.27953125,0.278,0.278,,,
878,08/25/22,104,2,KBG,75,Yes,NA,NA,NA,0.757,0.893,59.5,NA,0.340875,0.322,0.323,,,
879,08/25/22,106,3,KBG,45,Yes,NA,NA,NA,0.738,0.885,84,NA,0.211520833,0.209,0.212,,,
880,08/25/22,301,1,KBG,75,Yes,NA,NA,NA,0.736,0.864,91.5,NA,0.330625,0.329,0.329,,,
881,08/25/22,303,2,CBG,75,Yes,NA,NA,NA,0.757,0.901,68.5,NA,0.342364583,0.336,0.336,,,
882,08/25/22,305,3,KBG,75,Yes,NA,NA,NA,0.763,0.9,66.5,NA,0.353583333,0.336,0.337,,,
883,08/25/22,306,3,KBG,60,Yes,NA,NA,NA,0.739,0.886,88.5,NA,0.288916667,0.278,0.279,,,
884,08/25/22,405,3,CBG,60,Yes,NA,NA,NA,0.755,0.908,71.5,NA,0.274916667,0.272,0.272,,,
885,08/25/22,502,1,CBG,75,Yes,NA,NA,NA,0.758,0.903,86,NA,0.337354167,0.334,0.335,,,
886,08/25/22,503,2,KBG,60,Yes,NA,NA,NA,0.767,0.901,83,NA,0.27459375,0.267,0.268,,,
887,08/25/22,505,3,CBG,75,Yes,NA,NA,NA,0.761,0.921,72,NA,0.334885417,0.329,0.329,,,
888,08/26/22,101,1,CBG,15,No,5,0.6665,0.2815,0.653,0.745,141.5,33.0463889,0.174375,0.169,0.175,,,
889,08/26/22,102,1,CBG,60,No,7,0.8006,0.3322,0.684,0.834,85.5,84.19444818,0.286072917,0.278,0.278,,,
890,08/26/22,103,2,CBG,15,No,6,0.7568,0.3097,0.659,0.799,102.5,62.57234351,0.186625,0.177,0.189,,,
891,08/26/22,104,2,KBG,75,No,8,0.8513,0.3577,0.705,0.883,58,92.04002916,0.333979167,0.319,0.339,,,
892,08/26/22,105,3,CBG,15,No,6,0.7562,0.293,0.686,0.831,87,74.11648858,0.114864583,0.11,0.116,,,
893,08/26/22,106,3,KBG,45,No,7,0.8486,0.3591,0.702,0.875,92,88.40447507,0.212447917,0.21,0.21,,,
894,08/26/22,201,1,CBG,30,No,6,0.7099,0.2901,0.666,0.807,130.5,48.80115871,0.185458333,0.174,0.187,,,
895,08/26/22,202,1,CBG,45,No,7,0.8145,0.337,0.7,0.875,89.5,89.96810917,0.230166667,0.221,0.233,,,
896,08/26/22,203,2,KBG,45,No,7,0.8251,0.3482,0.689,0.856,84.5,88.84118647,0.214427083,0.211,0.216,,,
897,08/26/22,204,2,CBG,45,No,7,0.8338,0.3571,0.698,0.871,83,90.67295376,0.228239583,0.218,0.232,,,
898,08/26/22,205,3,CBG,45,No,7,0.799,0.3342,0.682,0.845,79.5,90.30463298,0.229864583,0.222,0.233,,,
899,08/26/22,206,3,KBG,30,No,7,0.8138,0.3441,0.68,0.848,101.5,87.38403123,0.202572917,0.191,0.208,,,
900,08/26/22,301,1,KBG,75,No,7,0.7983,0.3144,0.688,0.849,85,80.5953487,0.35390625,0.328,0.328,,,
901,08/26/22,302,1,KBG,45,No,7,0.8094,0.3365,0.687,0.835,87.5,80.59435461,0.255354167,0.244,0.259,,,
902,08/26/22,303,2,CBG,75,No,8,0.8523,0.3723,0.712,0.891,66.5,96.35387937,0.34253125,0.337,0.343,,,
903,08/26/22,304,2,CBG,30,No,7,0.8164,0.3458,0.697,0.876,77.5,86.62341332,0.246625,0.236,0.25,,,
904,08/26/22,305,3,KBG,75,No,8,0.8539,0.3612,0.707,0.892,59.5,92.89437654,0.352760417,0.341,0.356,,,
905,08/26/22,306,3,KBG,60,No,7,0.8379,0.37,0.698,0.87,83.5,90.04384771,0.290708333,0.28,0.295,,,
906,08/26/22,401,1,KBG,60,No,6,0.7846,0.3272,0.691,0.837,124.5,79.70209277,0.2804375,0.269,0.284,,,
907,08/26/22,402,1,KBG,15,No,6,0.8318,0.3618,0.666,0.8,100,81.79733563,0.223291667,0.21,0.228,,,
908,08/26/22,403,2,KBG,30,No,7,0.8443,0.3768,0.693,0.88,95,91.17132655,0.218229167,0.206,0.223,,,
909,08/26/22,404,2,CBG,60,No,8,0.851,0.3913,0.722,0.897,100,92.44310833,0.27734375,0.273,0.274,,,
910,08/26/22,405,3,CBG,60,No,8,0.8547,0.3881,0.714,0.893,70,98.16816319,0.285927083,0.27,0.271,,,
911,08/26/22,406,3,KBG,15,No,7,0.8228,0.3578,0.691,0.874,94,87.26638102,0.173822917,0.169,0.172,,,
912,08/26/22,501,1,KBG,30,No,7,0.7592,0.3154,0.69,0.809,154.5,75.50012982,0.2674375,0.258,0.27,,,
913,08/26/22,502,1,CBG,75,No,9,0.8494,0.3862,0.703,0.891,76.5,95.02322382,0.354239583,0.333,0.333,,,
914,08/26/22,503,2,KBG,60,No,8,0.8612,0.3829,0.697,0.882,68.5,92.28266359,0.279020833,0.271,0.282,,,
915,08/26/22,504,2,KBG,15,No,7,0.8554,0.3782,0.712,0.895,110,90.02201944,0.198822917,0.186,0.203,,,
916,08/26/22,505,3,CBG,75,No,9,0.8587,0.389,0.723,0.912,56.5,98.70262214,0.354145833,0.335,0.335,,,
917,08/26/22,506,3,CBG,30,No,7,0.8544,0.3806,0.718,0.892,89.5,93.52811241,0.201791667,0.193,0.205,,,
918,08/27/22,104,2,KBG,75,Yes,NA,NA,NA,0.717,0.89,68.5,NA,0.3476875,0.318,0.323,,,
919,08/27/22,106,3,KBG,45,Yes,NA,NA,NA,0.714,0.881,63,NA,0.234395833,0.215,0.219,,,
920,08/27/22,202,1,CBG,45,Yes,NA,NA,NA,0.713,0.886,82.5,NA,0.229291667,0.22,0.221,,,
921,08/27/22,203,2,KBG,45,Yes,NA,NA,NA,0.7,0.877,83,NA,0.241197917,0.212,0.215,,,
922,08/27/22,204,2,CBG,45,Yes,NA,NA,NA,0.708,0.875,113.5,NA,0.23475,0.217,0.217,,,
923,08/27/22,303,2,CBG,75,Yes,NA,NA,NA,0.718,0.895,64.5,NA,0.36125,0.336,0.336,,,
924,08/27/22,401,1,KBG,60,Yes,NA,NA,NA,NA,0.848,102.5,NA,0.29496875,0.269,0.271,,,
925,08/27/22,503,2,KBG,60,Yes,NA,NA,NA,0.704,0.873,75,NA,0.299875,0.271,0.272,,,
926,08/29/22,101,1,CBG,15,No,6,0.7278,0.2916,NA,NA,82.5,44.15679789,0.342458333,0.31,0.357,,,
927,08/29/22,102,1,CBG,60,No,8,0.8176,0.3357,NA,NA,57.5,88.23190661,0.343395833,0.33,0.346,,,
928,08/29/22,103,2,CBG,15,No,7,0.7938,0.3207,NA,NA,97.5,73.33852624,0.286822917,0.276,0.287,,,
929,08/29/22,104,2,KBG,75,No,8,0.8441,0.343,NA,NA,58.5,94.64815991,0.355020833,0.334,0.365,,,
930,08/29/22,105,3,CBG,15,No,7,0.7939,0.3197,NA,NA,71,78.18259487,0.195333333,0.179,0.201,,,
931,08/29/22,106,3,KBG,45,No,7,0.844,0.3517,NA,NA,55,93.27533548,0.309739583,0.29,0.319,,,
932,08/29/22,201,1,CBG,30,No,6,0.7493,0.2905,NA,NA,92.5,67.3487167,0.274541667,0.246,0.272,,,
933,08/29/22,202,1,CBG,45,No,7,0.8383,0.3506,NA,NA,57,94.34581055,0.328541667,0.313,0.334,,,
934,08/29/22,203,2,KBG,45,No,8,0.8508,0.359,NA,NA,58,89.22165879,0.339145833,0.32,0.346,,,
935,08/29/22,204,2,CBG,45,No,8,0.8439,0.3588,NA,NA,59.5,95.86024763,0.351708333,0.331,0.36,,,
936,08/29/22,205,3,CBG,45,No,7,0.8389,0.3527,NA,NA,71,87.58363478,0.322479167,0.305,0.329,,,
937,08/29/22,206,3,KBG,30,No,7,0.8299,0.3473,NA,NA,57,88.1962723,0.323354167,0.304,0.33,,,
938,08/29/22,301,1,KBG,75,No,7,0.8139,0.3278,NA,NA,55.5,81.80389106,0.39840625,0.385,0.403,,,
939,08/29/22,302,1,KBG,45,No,7,0.8265,0.3401,NA,NA,57,87.04731278,0.350197917,0.332,0.357,,,
940,08/29/22,303,2,CBG,75,No,8,0.859,0.3731,NA,NA,52,98.06552166,0.3874375,0.373,0.392,,,
941,08/29/22,304,2,CBG,30,No,7,0.8257,0.3478,NA,NA,76,94.22556042,0.350208333,0.335,0.354,,,
942,08/29/22,305,3,KBG,75,No,8,0.8623,0.3677,NA,NA,54,95.10850006,0.370375,0.354,0.377,,,
943,08/29/22,306,3,KBG,60,No,7,0.8525,0.3641,NA,NA,60,89.32215225,0.37153125,0.353,0.379,,,
944,08/29/22,401,1,KBG,60,No,7,0.8117,0.3331,NA,NA,58,83.2024228,0.384760417,0.369,0.39,,,
945,08/29/22,402,1,KBG,15,No,7,0.8293,0.3521,NA,NA,67,84.60314431,0.349333333,0.329,0.357,,,
946,08/29/22,403,2,KBG,30,No,8,0.8635,0.3756,NA,NA,55,92.89148465,0.334260417,0.308,0.344,,,
947,08/29/22,404,2,CBG,60,No,8,0.8569,0.3884,NA,NA,83.5,97.37781295,0.36021875,0.345,0.366,,,
948,08/29/22,405,3,CBG,60,No,9,0.8668,0.383,NA,NA,52,97.90056528,0.358333333,0.342,0.363,,,
949,08/29/22,406,3,KBG,15,No,7,0.832,0.3527,NA,NA,62.5,89.94493228,0.308385417,0.283,0.318,,,
950,08/29/22,501,1,KBG,30,No,7,0.7931,0.3257,NA,NA,67.5,77.97660969,0.374666667,0.359,0.378,,,
951,08/29/22,502,1,CBG,75,No,9,0.8628,0.3912,NA,NA,55.5,98.01688076,0.398510417,0.387,0.404,,,
952,08/29/22,503,2,KBG,60,No,8,0.8802,0.3953,NA,NA,57.5,94.84847948,0.3618125,0.344,0.368,,,
953,08/29/22,504,2,KBG,15,No,7,0.8644,0.378,NA,NA,66.5,92.08124566,0.34725,0.32,0.359,,,
954,08/29/22,505,3,CBG,75,No,9,0.8805,0.3941,NA,NA,49.5,98.24369318,0.377979167,0.361,0.383,,,
955,08/29/22,506,3,CBG,30,No,8,0.8648,0.3905,NA,NA,57,96.48074055,0.304385417,0.29,0.309,,,
956,08/30/22,104,2,KBG,75,Yes,NA,NA,NA,0.706,0.895,62,NA,0.3459375,0.329,0.331,,,
957,08/30/22,305,3,KBG,75,Yes,NA,NA,NA,NA,NA,NA,NA,0.34609375,0.335,0.351,,,
958,08/31/22,101,1,CBG,15,No,6,0.5944,0.2433,0.671,0.702,93,37.80011352,0.252677083,0.23,0.263,,,
959,08/31/22,102,1,CBG,60,No,7,0.7843,0.32,0.679,0.822,63,87.52958547,0.31040625,0.303,0.311,,,
960,08/31/22,103,2,CBG,15,No,7,0.7229,0.283,0.662,0.8,69.5,66.73319423,0.258385417,0.249,0.261,,,
961,08/31/22,104,2,KBG,75,No,8,0.8348,0.354,0.686,0.875,55,94.07008613,0.337125,0.324,0.343,,,
962,08/31/22,105,3,CBG,15,No,7,0.7472,0.2933,0.655,0.801,88.5,80.44556784,0.153041667,0.142,0.159,,,
963,08/31/22,106,3,KBG,45,No,8,0.8118,0.3436,0.671,0.863,60.5,92.07368223,0.252177083,0.234,0.263,,,
964,08/31/22,201,1,CBG,30,No,6,0.6796,0.2695,0.676,0.741,99,54.62818078,0.248145833,0.235,0.252,,,
965,08/31/22,202,1,CBG,45,No,7,0.8059,0.3374,0.714,0.874,62,88.54282043,0.28825,0.278,0.291,,,
966,08/31/22,203,2,KBG,45,No,7,0.7925,0.3281,0.687,0.851,64,86.31534274,0.28553125,0.27,0.294,,,
967,08/31/22,204,2,CBG,45,No,7,0.8137,0.3384,0.688,0.856,72.5,95.04660231,0.30040625,0.288,0.305,,,
968,08/31/22,205,3,CBG,45,No,7,0.8008,0.345,0.68,0.865,66,86.2170182,0.281989583,0.273,0.285,,,
969,08/31/22,206,3,KBG,30,No,7,0.7934,0.3318,0.67,0.843,68.5,88.67399165,0.26578125,0.25,0.274,,,
970,08/31/22,301,1,KBG,75,No,7,0.7504,0.3071,0.691,0.832,60.5,82.90165148,0.3600625,0.349,0.365,,,
971,08/31/22,302,1,KBG,45,No,7,0.7845,0.3279,0.697,0.831,61.5,86.38960057,0.30365625,0.292,0.308,,,
972,08/31/22,303,2,CBG,75,No,8,0.8355,0.3706,0.707,0.9,61.5,97.54733659,0.35496875,0.348,0.357,,,
973,08/31/22,304,2,CBG,30,No,7,0.7696,0.3263,0.686,0.843,91.5,88.54061675,0.306666667,0.296,0.311,,,
974,08/31/22,305,3,KBG,75,Yes,8,0.8346,0.3486,0.691,0.864,56.5,93.78458764,0.352197917,0.332,0.333,,,
975,08/31/22,306,3,KBG,60,No,7,0.82,0.3543,0.674,0.847,65.5,89.01666769,0.320989583,0.307,0.328,,,
976,08/31/22,401,1,KBG,60,No,7,0.7685,0.3185,0.71,0.854,61.5,80.50364216,0.3425625,0.333,0.345,,,
977,08/31/22,402,1,KBG,15,No,6,0.7597,0.3218,0.657,0.739,123,74.77033566,0.293385417,0.279,0.299,,,
978,08/31/22,403,2,KBG,30,No,8,0.8149,0.3509,0.686,0.87,70,91.94171852,0.2791875,0.266,0.284,,,
979,08/31/22,404,2,CBG,60,No,8,0.8586,0.4023,0.691,0.874,57,96.73444901,0.320520833,0.31,0.324,,,
980,08/31/22,405,3,CBG,60,No,8,0.856,0.396,0.695,0.894,55.5,97.99888287,0.315104167,0.302,0.32,,,
981,08/31/22,406,3,KBG,15,No,7,0.8018,0.3457,0.661,0.842,72.5,91.23145857,0.244927083,0.23,0.252,,,
982,08/31/22,501,1,KBG,30,No,6,0.7378,0.303,0.693,0.782,105,75.38743616,0.3330625,0.322,0.336,,,
983,08/31/22,502,1,CBG,75,No,8,0.8271,0.3612,0.722,0.883,56.5,95.93591665,0.366895833,0.359,0.369,,,
984,08/31/22,503,2,KBG,60,No,8,0.8396,0.3662,0.702,0.885,59,93.82578329,0.30659375,0.29,0.315,,,
985,08/31/22,504,2,KBG,15,No,7,0.823,0.3645,0.693,0.855,78.5,91.79344617,0.27453125,0.256,0.283,,,
986,08/31/22,505,3,CBG,75,No,8,0.8609,0.3829,0.715,0.896,55,98.4345237,0.340197917,0.332,0.343,,,
987,08/31/22,506,3,CBG,30,No,7,0.8001,0.3666,0.685,0.875,60.5,96.14648299,0.2555625,0.245,0.26,,,
988,09/01/22,104,2,KBG,75,Yes,NA,NA,NA,0.698,0.891,63.5,NA,0.33903125,0.32,0.322,,,
989,09/01/22,505,3,CBG,75,Yes,NA,NA,NA,0.734,0.911,61.5,NA,0.336541667,0.329,0.33,,,
990,09/02/22,101,1,CBG,15,No,4,0.6086,0.254,NA,NA,123,25.54468661,0.186958333,0.174,0.192,,,
991,09/02/22,102,1,CBG,60,No,7,0.7775,0.3221,NA,NA,71,85.94563162,0.284354167,0.276,0.288,,,
992,09/02/22,103,2,CBG,15,No,6,0.6835,0.2849,NA,NA,76,57.04168539,0.225822917,0.214,0.231,,,
993,09/02/22,104,2,KBG,75,No,8,0.7945,0.336,NA,NA,53,94.4470548,0.3378125,0.322,0.345,,,
994,09/02/22,105,3,CBG,15,No,6,0.7174,0.2968,NA,NA,100,68.61036989,0.124072917,0.118,0.127,,,
995,09/02/22,106,3,KBG,45,Yes,7,0.8101,0.3444,0.678,0.87,83.5,90.71930061,0.203583333,0.197,0.207,,,
996,09/02/22,201,1,CBG,30,No,5,0.6573,0.2642,NA,NA,101.5,44.23581762,0.203604167,0.19,0.209,,,
997,09/02/22,202,1,CBG,45,No,7,0.7918,0.3378,NA,NA,73.5,83.06021231,0.250791667,0.238,0.257,,,
998,09/02/22,203,2,KBG,45,No,7,0.8132,0.3535,NA,NA,82,85.42117613,0.23284375,0.217,0.243,,,
999,09/02/22,204,2,CBG,45,No,7,0.8046,0.3422,NA,NA,71.5,93.62629097,0.25703125,0.242,0.264,,,
1000,09/02/22,205,3,CBG,45,No,7,0.7592,0.3137,NA,NA,79.5,80.39254738,0.250958333,0.241,0.255,,,
1001,09/02/22,206,3,KBG,30,No,7,0.7936,0.3424,NA,NA,80.5,87.42886956,0.215427083,0.201,0.223,,,
1002,09/02/22,301,1,KBG,75,Yes,6,0.7314,0.3002,0.685,0.851,83.5,78.988642,0.329375,0.324,0.33,,,
1003,09/02/22,302,1,KBG,45,No,6,0.7571,0.3136,NA,NA,89,79.53813048,0.262604167,0.249,0.269,,,
1004,09/02/22,303,2,CBG,75,Yes,9,0.8366,0.3586,0.676,0.885,73,97.66837226,0.336322917,0.329,0.333,,,
1005,09/02/22,304,2,CBG,30,No,7,0.7932,0.3553,NA,NA,72.5,90.74995056,0.273458333,0.261,0.279,,,
1006,09/02/22,305,3,KBG,75,No,8,0.8085,0.3258,NA,NA,62.5,93.0443451,0.339364583,0.328,0.344,,,
1007,09/02/22,306,3,KBG,60,No,7,0.7987,0.3386,NA,NA,82.5,87.15950592,0.274854167,0.261,0.283,,,
1008,09/02/22,401,1,KBG,60,No,6,0.7332,0.2993,NA,NA,98,75.04644243,0.305302083,0.291,0.311,,,
1009,09/02/22,402,1,KBG,15,No,6,0.6971,0.303,NA,NA,157,71.44727343,0.24034375,0.223,0.25,,,
1010,09/02/22,403,2,KBG,30,No,8,0.8139,0.3678,NA,NA,82,91.9051805,0.233395833,0.218,0.241,,,
1011,09/02/22,404,2,CBG,60,No,8,0.8125,0.3617,NA,NA,69.5,96.41307291,0.290677083,0.281,0.295,,,
1012,09/02/22,405,3,CBG,60,No,8,0.8456,0.3873,NA,NA,70.5,97.35841777,0.277395833,0.264,0.285,,,
1013,09/02/22,406,3,KBG,15,No,7,0.783,0.3303,NA,NA,85.5,90.59102823,0.196447917,0.182,0.204,,,
1014,09/02/22,501,1,KBG,30,No,6,0.7283,0.3084,NA,NA,132,69.92922844,0.29671875,0.283,0.303,,,
1015,09/02/22,502,1,CBG,75,No,8,0.8091,0.3145,NA,NA,72.5,95.70094991,0.3391875,0.33,0.343,,,
1016,09/02/22,503,2,KBG,60,Yes,8,0.8411,0.3773,0.68,0.882,84.5,93.53417428,0.256666667,0.249,0.262,,,
1017,09/02/22,504,2,KBG,15,No,7,0.8008,0.3496,NA,NA,94,89.46152646,0.21509375,0.198,0.224,,,
1018,09/02/22,505,3,CBG,75,Yes,9,0.8558,0.3694,0.694,0.901,58,98.88452671,0.35215625,0.332,0.336,,,
1019,09/02/22,506,3,CBG,30,No,7,0.8301,0.3777,NA,NA,72.5,95.78133217,0.217770833,0.206,0.224,,,
1020,09/03/22,102,1,CBG,60,Yes,NA,NA,NA,0.707,0.843,86,NA,0.279333333,0.273,0.273,,,
1021,09/03/22,104,2,KBG,75,Yes,NA,NA,NA,0.715,0.891,71.5,NA,0.339239583,0.317,0.317,,,
1022,09/03/22,106,3,KBG,45,Yes,NA,NA,NA,0.695,0.872,76,NA,0.22140625,0.201,0.201,,,
1023,09/03/22,203,2,KBG,45,Yes,NA,NA,NA,0.707,0.869,100.5,NA,0.219770833,0.214,0.216,,,
1024,09/03/22,301,1,KBG,75,Yes,NA,NA,NA,0.697,0.838,89,NA,0.357229167,0.329,0.33,,,
1025,09/03/22,303,2,CBG,75,Yes,NA,NA,NA,0.726,0.897,71,NA,0.35446875,0.334,0.334,,,
1026,09/03/22,305,3,KBG,75,Yes,NA,NA,NA,0.76,0.882,77.5,NA,0.348177083,0.324,0.324,,,
1027,09/03/22,306,3,KBG,60,Yes,NA,NA,NA,0.699,0.869,101.5,NA,0.285572917,0.258,0.26,,,
1028,09/03/22,404,2,CBG,60,Yes,NA,NA,NA,0.732,0.899,84.5,NA,0.282677083,0.278,0.279,,,
1029,09/03/22,405,3,CBG,60,Yes,NA,NA,NA,0.734,0.907,82,NA,0.262791667,0.261,0.263,,,
1030,09/03/22,502,1,CBG,75,Yes,NA,NA,NA,0.723,0.894,92.5,NA,0.327760417,0.325,0.326,,,
1031,09/03/22,503,2,KBG,60,Yes,NA,NA,NA,0.713,0.891,78.5,NA,0.279489583,0.252,0.253,,,
1032,09/04/22,204,2,CBG,45,Yes,NA,NA,NA,0.688,0.83,110.5,NA,0.22078125,0.218,0.22,,,
1033,09/04/22,401,1,KBG,60,Yes,NA,NA,NA,0.698,0.85,130.5,NA,0.294177083,0.268,0.269,,,
1034,09/04/22,405,3,CBG,60,Yes,NA,NA,NA,0.731,0.907,83,NA,0.265885417,0.26,0.261,,,
1035,09/04/22,502,1,CBG,75,Yes,NA,NA,NA,0.722,0.904,89.5,NA,0.337729167,0.324,0.325,,,
1036,09/04/22,503,2,KBG,60,Yes,NA,NA,NA,0.693,0.874,62.5,NA,0.332854167,0.306,0.307,,,
1037,09/04/22,505,3,CBG,75,Yes,NA,NA,NA,0.74,0.913,63,NA,0.358375,0.337,0.338,,,
1038,09/05/22,101,1,CBG,15,No,4,0.5302,0.2196,NA,NA,176.5,19.43142221,0.15609375,0.152,0.152,,,
1039,09/05/22,102,1,CBG,60,Yes,7,0.7519,0.2984,0.677,0.824,83.5,80.30923152,0.284572917,0.274,0.274,,,
1040,09/05/22,103,2,CBG,15,No,5,0.6724,0.2344,NA,NA,136,42.17778709,0.181614583,0.176,0.182,,,
1041,09/05/22,104,2,KBG,75,Yes,8,0.8201,0.3082,0.693,0.889,59.5,93.17530778,0.34121875,0.321,0.321,,,
1042,09/05/22,105,3,CBG,15,No,5,0.6726,0.2728,NA,NA,145,57.04583554,0.105697917,0.104,0.105,,,
1043,09/05/22,106,3,KBG,45,No,7,0.7896,0.324,NA,NA,64,89.99866875,0.22790625,0.22,0.231,,,
1044,09/05/22,201,1,CBG,30,No,5,0.6462,0.2556,NA,NA,179,27.94002648,0.167479167,0.163,0.165,,,
1045,09/05/22,202,1,CBG,45,Yes,6,0.7661,0.2916,0.669,0.83,91.5,74.94996703,0.216739583,0.213,0.213,,,
1046,09/05/22,203,2,KBG,45,No,7,0.8043,0.3337,NA,NA,78.5,83.75395507,0.219697917,0.214,0.223,,,
1047,09/05/22,204,2,CBG,45,Yes,7,0.8089,0.323,0.689,0.845,88.5,82.11020983,0.220625,0.217,0.217,,,
1048,09/05/22,205,3,CBG,45,Yes,6,0.724,0.315,0.684,0.828,97.5,67.49192823,0.219552083,0.217,0.217,,,
1049,09/05/22,206,3,KBG,30,No,7,0.7866,0.3244,NA,NA,102.5,84.15021465,0.174208333,0.173,0.174,,,
1050,09/05/22,301,1,KBG,75,No,7,0.7626,0.34,NA,NA,63,76.01891969,0.359177083,0.354,0.361,,,
1051,09/05/22,302,1,KBG,45,Yes,6,0.772,0.3,0.675,0.823,115.5,75.99769621,0.222208333,0.22,0.22,,,
1052,09/05/22,303,2,CBG,75,No,9,0.7872,0.3031,NA,NA,64.5,97.02728847,0.345791667,0.34,0.347,,,
1053,09/05/22,304,2,CBG,30,No,6,0.7481,0.2889,NA,NA,153,79.42520741,0.2260625,0.22,0.228,,,
1054,09/05/22,305,3,KBG,75,No,8,0.7861,0.3273,NA,NA,60.5,91.10432627,0.33796875,0.33,0.34,,,
1055,09/05/22,306,3,KBG,60,No,7,0.794,0.3062,NA,NA,88.5,84.04978375,0.284354167,0.274,0.288,,,
1056,09/05/22,401,1,KBG,60,No,6,0.7321,0.294,NA,NA,86,73.84611,0.302770833,0.295,0.304,,,
1057,09/05/22,402,1,KBG,15,No,5,0.7007,0.2842,NA,NA,183,66.28383773,0.185333333,0.179,0.186,,,
1058,09/05/22,403,2,KBG,30,No,7,0.7848,0.316,NA,NA,110.5,88.80469016,0.17825,0.173,0.18,,,
1059,09/05/22,404,2,CBG,60,No,8,0.7947,0.3064,NA,NA,114.5,97.09213372,0.280770833,0.277,0.281,,,
1060,09/05/22,405,3,CBG,60,Yes,8,0.8187,0.3176,0.712,0.897,66.5,97.36315881,0.280447917,0.268,0.269,,,
1061,09/05/22,406,3,KBG,15,No,7,0.7881,0.3225,NA,NA,129.5,85.50705022,0.164677083,0.16,0.164,,,
1062,09/05/22,501,1,KBG,30,No,5,0.7084,0.2801,NA,NA,162,67.5212087,0.244989583,0.237,0.247,,,
1063,09/05/22,502,1,CBG,75,No,9,0.8252,0.3375,NA,NA,75,96.72831763,0.3408125,0.335,0.341,,,
1064,09/05/22,503,2,KBG,60,No,8,0.8336,0.361,NA,NA,55,92.06561828,0.338333333,0.33,0.342,,,
1065,09/05/22,504,2,KBG,15,No,7,0.8046,0.3508,NA,NA,129.5,87.28238379,0.173677083,0.168,0.172,,,
1066,09/05/22,505,3,CBG,75,No,9,0.8145,0.4126,NA,NA,49.5,98.73437741,0.35525,0.347,0.357,,,
1067,09/05/22,506,3,CBG,30,No,7,0.8033,0.3647,NA,NA,106,94.36676986,0.177770833,0.173,0.176,,,
1068,09/06/22,106,3,KBG,45,Yes,NA,NA,NA,0.702,0.849,73.5,NA,0.239833333,0.219,0.22,,,
1069,09/06/22,201,1,CBG,30,Yes,NA,NA,NA,0.618,0.684,118.5,NA,0.169145833,0.162,0.162,,,
1070,09/06/22,203,2,KBG,45,Yes,NA,NA,NA,0.698,0.863,95.5,NA,0.231354167,0.214,0.215,,,
1071,09/06/22,303,2,CBG,75,Yes,NA,NA,NA,0.714,0.885,75,NA,0.350270833,0.337,0.337,,,
1072,09/06/22,305,3,KBG,75,Yes,NA,NA,NA,0.716,0.879,67.5,NA,0.351604167,0.328,0.329,,,
1073,09/06/22,306,3,KBG,60,Yes,NA,NA,NA,0.705,0.866,95.5,NA,0.320302083,0.274,0.274,,,
1074,09/06/22,404,2,CBG,60,Yes,NA,NA,NA,0.728,0.89,90.5,NA,0.278791667,0.276,0.276,,,
1075,09/06/22,502,1,CBG,75,Yes,NA,NA,NA,0.715,0.882,72.5,NA,0.351885417,0.333,0.333,,,
1076,09/07/22,101,1,CBG,15,No,4,0.6068,0.2438,0.585,0.653,175.5,13.01506463,0.153145833,0.15,0.151,,,
